Name,Description,Footprint,Manufacturer,MPN,Storage,Total Stock,URL,Meta-Parts,Lead-Times
SOFT-FOAM-CHARCOAL (S-12839) (S-12839),"ULINE SOFT FOAM SHEETS- CHARCOAL, 1"" THICK,12 X 12""",,,S-12839,,0,https://PARTSBOX.COM/IFD6NCXAW7PK449F3XZ2ANFP5HJ,,
HF365/06SF.......(CABLE FOR 6 PIN) (HF365/06SF),Flat Cable 6Conductors 28AWG 30.48m Tin Plated Copper Dark Gray/Blue Edge 300V Roll,,3M,HF365/06SF,,0,https://PARTSBOX.COM/IDK2N9ZXXHEGQ2BNG6AZ9G720QA,,
NPCB-CW522-03,USB INTERFACE PCB  REV. 3,,,,,0,https://PARTSBOX.COM/IBKH8FMAA7TJPX9YZY0JPWTCHK2,,
NLABEL-PCBPAWS-INNER,Inner Label for PCBPaws Kit,,,,,0,https://PARTSBOX.COM/I9TWJ1GTGGTJB5BTAM83JYAP4N6,,
NLABEL-CHIPSHOVER-BOTTOM,Chipshover case label,,,,shelf2,11,https://PARTSBOX.COM/I9484QTN9FGHCWBJHEESS7A70B4,,
NAE-HPROBE-01,H-Field Probe,,,,shelf4,18,https://PARTSBOX.COM/IESBEJ124DRJVM9WSTC9GG3QMKY,,
NPCA-PicoEMP_test_issue,PicoEMP,,,,shelf2,19,https://PARTSBOX.COM/I9VRXEC6V3WJF6BGD4FJPET4HK9,,
4-103185-0,"Connector Header, Vertical, 40-Position, Male Pin, Solder, AmpModu Mod II Series",,TE Connectivity,4-103185-0,shelf3,2,https://PARTSBOX.COM/ICRZWDK77GEJSV8NZQXPNYEKVKK,,
SOK-SPI-WSON68,Dedi-Prog,,,,Office 9,1,https://PARTSBOX.COM/I8YKREMDC72JH3A88WGDWK9CJNB,,
D89120-0131HK-3365/20-D-3,"Cable 20POS Socket to Socket 3""",,3M,D89120-0131HK-3365/20-D-3,shelf3,36,https://PARTSBOX.COM/I38RHYBBT6CGGP8CQWVBD576TCT,,
NCABLE-CW550-DRIVERPWR,Driver Power Cable,,,,shelf2,37,https://PARTSBOX.COM/I9QJBC7RBNGH46ACY8FBKWMYP13,,
CB-SMA-T-FFM-01 ( Tee adapter),,,,,shelf4,569,https://PARTSBOX.COM/IFJ5PYYX5BGKSNBRE6WM2ZNTMHA,,
GHR-08V-S,"Connector Housing, GH Series, 8 Position, 1.25mm, Free Hanging, Crimp, Latch Lock, Natural",,JST,GHR-08V-S,shelf2,5,https://PARTSBOX.COM/I8MEH0YZ08CGBJ98NFKKFEFCNCP,,
VER12US050-JA,Power Supply AC-DC Multi Plug Adapter 12W Output Jack Level VI,,XP Power,VER12US050-JA,shelf3,23,https://PARTSBOX.COM/IE2686TKEJ8HQB8Z9CD1W53YGY4,,
RCHIP-22R-0603 (RC0603FR-0722RL),Res Thick Film 1.6 x 0.8 mm 22 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-0722RL,Office 9,2644,https://PARTSBOX.COM/IDHG030791TJZ48M3V2ZX3K6CEB,,
RCHIP-200K-0603 (RC0603FR-07200KL),Res Thick Film 0603 200K Ohm 1% 0.1W(1/10W) ?100ppm/C Molded SMD Paper T/R,603,Yageo,RC0603FR-07200KL,Office 9,2444,https://PARTSBOX.COM/I2H4F13MKXWK16BQQYK6YNVSA7S,,
SP900S-0.009-AC-1212,THERM PAD 304.8MMX304.8MM W/ADH,,Bergquist,SP900S-0.009-AC-1212,shelf3,1,https://PARTSBOX.COM/I123K82EMQ8HT9B1DSEDPCJ0VB8,,
3522300KFT,"RES, 300K, 1%, 3W, 2512, THICK FILM",,TE Connectivity,3522300KFT,Office 9,400,https://PARTSBOX.COM/I1W45XVHQQPHGQ8AV34ZEMW56J5,,
CB-IDC20-6 (H3DDS-2006G),IDC CBL - HHKR20S/AE20G/HHKR20S,,ASSMANN WSW Components,H3DDS-2006G,shelf4,505,https://PARTSBOX.COM/IBNBV78ZFEAJ1F8072FS11T7WVZ,,
IS62WV51216EALL-55TLI,SRAM Chip Async Single 1.8V 8M-bit 512K x 16 55ns 44-Pin TSOP-II,,ISSI,IS62WV51216EALL-55TLI,Office 9,88,https://PARTSBOX.COM/IC47SQ4T17TKBZ9H0VFZJY05GC4,,
LQH32DN150K53L,Inductor Power Unshielded Wirewound 15uH 10% 1MHz Ferrite 0.3A 0.754Ohm DCR 1210 T/R,,Murata,LQH32DN150K53L,Office 9,1221,https://PARTSBOX.COM/IFYP5VXMCGWHWCACB8HJC3BQ44C,,
Q5-3X-3/4-01-QB48IN-5,"Tubing, Heat Shrink, Adhesive Lined, Flame Retardant, Blk Polyolefin, 48"" L",,Qualtek,Q5-3X-3/4-01-QB48IN-5,,0,https://PARTSBOX.COM/IAA3BA57C2CH1KB1Q6P2CPDRNG3,,
CRS1206-FW-1R00ELF,Res Thick Film 1206 1 Ohm 1% 1/2W ±200ppm/°C Molded SMD T/R,,Bourns,CRS1206-FW-1R00ELF,shelf3,24,https://PARTSBOX.COM/I2JGT8AFHTWJHT9G1467NYDVQ42,,
YELLOW (20 AWG wire ) (78-22044),"120mm long, YELLOW",,,78-22044,shelf2,1,https://PARTSBOX.COM/I0QBQRDJ4ZTK6RAMSMRW1J986AB,,
SM4005PL-TP,SM4005PL Series 600 V 1 A Surface Mount Silicon Rectifier - SOD-123F,,MCC,SM4005PL-TP,Office 9,98,https://PARTSBOX.COM/ICACQG5SV6YHFKACX6CM8E1R3FW,,
NAE-CWNANO,Development Boards & Kits - ARM ChipWhisperer-Nano,,,,shelf5,34,https://PARTSBOX.COM/I2MDX2HYDMAHM592WXT9VBE9RW8,,
PLP2-125,Light Pipe; Rigid; Panel Mnt (Front); 3mm Round Lens; Low Profile Round Face; .125in.,,Bivar,PLP2-125,shelf3,1113,https://PARTSBOX.COM/I0R0XT5GBQ2KRPA5RGFF44P7YNX,,
78-22040,Stranded COPPER-20 AWG-100'-BLACK,,Philmore,78-22040,shelf4,1,https://PARTSBOX.COM/IB27CNR0V6YJ4M9JRK58T5G14MA,,
NSLEEVE-CW305-ARTIX-FPGA-SOCKET (FRONT COVER),SLEEVE COVER CW305 ARTIX FPGA SOCKET,,,,packaging area,23,https://PARTSBOX.COM/IBXB0F26FQ0G7SAQAH8CSWSG7DD,,
Q2-F-QK4-11-6IN-141,Heat Shrink Tubing and Sleeves 6 141 PCS BLK ASST KIT,,Qualtek,Q2-F-QK4-11-6IN-141,shelf4,1,https://PARTSBOX.COM/I68MPVHRKWJK0M9935M2NFG7C1D,,
CB-POWER-C5-UK-BSI-6FT (370021-01),AC Power Cords 250V/2.5A 6'Cord BSI Plug BS1363AW/3AFUSE,,Qualtek,370021-01,shelf3,8,https://PARTSBOX.COM/I2R1NTY4AZ0J1KAMSJW2QCK4D7K,,
MMBT5401LT1G,,,,,,432,https://PARTSBOX.COM/I92VGQP0HHEKD78117Q80RDEDKC,,
5088450-5,PULL TAB LOOP 20POS SOCKET CONN,,TE Connectivity AMP Connectors,5088450-5,shelf2,83,https://PARTSBOX.COM/IB4RKHHKNWJJYS96BW7GZSA8MR8,,
NAE-CW308T-ATSAML11,UFO TARGET ATSAML11,,,,shelf5,82,https://PARTSBOX.COM/IC11HNMNSQRJ2RBKGZSJFYG615C,,
AD8330ARQZ-R7,SP Amp Variable Gain Amp Single R-R O/P 6V 16-Pin QSOP T/R / IC OPAMP VGA 150MHZ RRO 16QSOP,,Analog Devices,AD8330ARQZ-R7,,0,https://PARTSBOX.COM/I7EC6YJHC6JJ22BWF5WP7588AKY,,
RCHIP-1K-0402 (RC0402FR-071KL),Res Thick Film 1.0 x 0.5 mm 1K Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,402,Yageo,RC0402FR-071KL,Office 9,10000,https://PARTSBOX.COM/I44M1RH8N7AJEZ9HWTYW733W557,RCHIP-1K-0402,
NAE-CANOODLER,Interface Development Tools CANoodler CAN to 3.3V Interface,,,,shelf4,46,https://PARTSBOX.COM/I7TZMGWZQFJKMQ9EK0MFPJ93PB4,,
CB-SMBBNC-01 (242184),"connector, rf coaxial, between series adapter, bnc plug to smb jack",,Amphenol RF,242184,,0,https://PARTSBOX.COM/ID2JMDP0XHPJWV8HSXTH2CBNE5T,,
CCHIP-2n4-0603 (GRM1885C1H242JA01D),"Multilayer Ceramic Capacitor, 2400 pF, 50 V, ± 5%, C0G (NP0), 0603 [1608 Metric]",,Murata,GRM1885C1H242JA01D,Office 9,950,https://PARTSBOX.COM/I7XBFHQ1TC8GZ0A9NPYA4MSTZ7N,,
STM32F303RBT6,MCU 32-bit STM32F ARM Cortex M4 RISC 128KB Flash 2.5V/3.3V 64-Pin LQFP Tray,,STMicroelectronics,STM32F303RBT6,Office 9,147,https://PARTSBOX.COM/I89GY64GJQ6GC09E2EJ6GE26JCV,,
CP-2100 (NOT YET MODIFIED) (CP-2100),Oscilloscope Probe CP-2100; Probe Type Passive 100MHz 1x; 10x 300; 600V,,Red Pitaya,CP-2100,,0,https://PARTSBOX.COM/I85FJYFC3X2J9X8CENQ8T4BE8QE,,
"Stainless Steel Flat-Tip Set Screw, 18-8, M8 x 1.25 mm Thread, 16 mm Long (92605A144) (92605A144)","Stainless Steel Flat-Tip Set Screw, 18-8, M8 x 1.25 mm Thread, 16 mm Long",,mcmaster-carr,92605A144,shelf3,81,https://PARTSBOX.COM/I13B9JECS98G1DB42HTM36Z061D,,
NSLEEVE-CW305-XC7A100T (FRONT COVER),SLEEVE COVER CW305 ARTIX FPGA XC7A100T,,,,packaging area,28,https://PARTSBOX.COM/I4JB6F4C86GHRB9WWS99KR14WXN,,
RCHIP-4K7-0402 (RMCF0402FT4K70),Res Thick Film 0402 4.7K Ohm 1% 0.063W ±100ppm/°C Molded SMD Paper T/R,,Stackpole Electronics,RMCF0402FT4K70,Office 9,2500,https://PARTSBOX.COM/I7C387PJZ06H2T82078ZE5CSTV8,,
MURA160T3G,MURA Series 1 A 600 V 75 ns Surface Mount Ultrafast Power Rectifier - CASE-403D,SMA,onsemi,MURA160T3G,Parts Kit: ChipSHOUTER SMT,11,https://PARTSBOX.COM/I5A59FQWK3RKCNA7DD12NH2FVWT,,
41930,"SPARCO (Envelopes – Packing List – 7"" Width x 5 1/2"" Length)",,,,packaging area,1,https://PARTSBOX.COM/IEZA2G7QJJ6JVT8Z14GQMRTCE50,,
CB-02F-RB-300MM,,,,,shelf3,169,https://PARTSBOX.COM/IFEHATJPG5RJYJ8ZKM9T8XSS5K7,,
NPCA-CW335_VCCINTPSU,PSU,,,,shelf1,31,https://PARTSBOX.COM/I5Y5KW9FNEEHX0AW41S5FQPHBHB,,
CCHIP-100n-0603-50V (UMK107BJ104KAHT),0603 0.1 uF 50 V ±10% Tolerance X5R Surface Mount Multilayer Ceramic Capacitor,,Taiyo Yuden,UMK107BJ104KAHT,,0,https://PARTSBOX.COM/I6YGSGQP328KZH8Q3D9NZF46NSP,,
NCABLE-CW20PIN-BREAKOUT (B451-2008-11-01-1),"ChipWhisperer 20-pin Breakout, Flying Leads",,NANGUDI ELECTRONICS,B451-2008-11-01-1,shelf4,1088,https://PARTSBOX.COM/I0MM9JM70C2KMRB1CFEHTP5QJJ0,,
NPCA-CW520/TROUBLESHOOT,PCA: ChipSHOUTER,,,,shelf1,8,https://PARTSBOX.COM/I82FW0FAZJEK5SADDHSXVV3N3GN,,
NSLEEVE-CW305-XC7A35T (BACK COVER),XC7A35T SLEEVE COVER,,,,packaging area,19,https://PARTSBOX.COM/I7KTTN9EDEYHXS8SY670GJGSMCK,,
960-29-18-D-AB-0,Heatsink 29X18MM Diagonal Plastic Push Pin | Wakefield 960-29-18-D-AB-0,,Wakefield-Vette,960-29-18-D-AB-0,shelf3,20,https://PARTSBOX.COM/IC03B9AKVX4JGNB4PTQAT8HG7EF,,
981-009-130R121,Backshell Kit 90° E Shell Size Nickel Over Copper Zinc Alloy Die Cast,,NorComp,981-009-130R121,,0,https://PARTSBOX.COM/I7DDDAF7MZGHKB8AD1AKHXQVKNR,,
NPCB-CW308T-D2000,UFO Target D2000 PCB,,,,shelf5,52,https://PARTSBOX.COM/I4112YA6KGTG9XAVE4E9HM5EAW2,,
FTS-115-01-L-D,"Connector, Header, 30Pos, 2Row, 1.27Mm Rohs Compliant: Yes",,Samtec,FTS-115-01-L-D,,0,https://PARTSBOX.COM/IFWQQRTSEBCGR69K5S35NXR3640,,
BMI-S-202-C,Board Mount EMI Enclosures RF Absorber CRS Tin SMD,,Laird,BMI-S-202-C,shelf3,110,https://PARTSBOX.COM/I89WRTYMTARG6TA239WS48HK15K,,
CDCI6214RGET,PCIe Gen4 support ultra-low power clock generator with four programmable outputs & EEPROM 24-VQFN -40 to 85,,Texas Instruments,CDCI6214RGET,"Bitelle - NPCA-CWHUSKY Build,Office 9,shelf3",507,https://PARTSBOX.COM/IBSZ73899JRH5CAV1ZH67VZFTDV,,
CCHIP-47u-0603-6.3V (ZRB18AR60J476ME01L),Cap Ceramic 47uF 6.3V X5R 20% Pad Flat With Interposer Board 0603 85C T/R,603,Murata,ZRB18AR60J476ME01L,Office 9,150,https://PARTSBOX.COM/IDF67JWVCK8JP0821WQ3J1ZF1PJ,,
STANDOFF-4/40-1-HEX-SS (91075A107),"Male-Female Threaded Hex Standoff, 18-8 Stainless Steel, 3/16"" Hex, 1"" Long, 4-40 To 4-40 Thread",,McMaster Carr,91075A107,,0,https://PARTSBOX.COM/I33T8NJ7X6AKQDABN8VA67HYT1E,,
132102,RF Connector SMA Straight Solder Plug for .141 Semi-Rigid 50 Ohm,,Amphenol RF,132102,shelf3,101,https://PARTSBOX.COM/IE6V32MVQ1EKX1B17FG13YTDRSJ,,
132171,"connector, rf coaxial, sma in-series adapter, straight plug to jack, 50 ohm",,Amphenol RF,132171,shelf3,15,https://PARTSBOX.COM/IE3G7D5QJBYHMK9DXRE8EFPYWCZ,,
NSLEEVE-CWHUSKY,Sleeve cover of CWHUSKY kit,,,,packaging area,199,https://PARTSBOX.COM/IAS7PG5DSYJJ7B8H6B75FYZB36T,,
SHF-117-01-L-D-SM-K-TR,"Headers & Wire Housings Shrouded Terminal Strip, 0.050 pitch",,Samtec,SHF-117-01-L-D-SM-K-TR,Office 9,55,https://PARTSBOX.COM/IEWYFNQCVGJG4NB4MR4ACSPAMJ4,,
NLABEL-CW340-OTKIT (OUTER),CW340 KIT OUTER LABEL,,,,packaging area,33,https://PARTSBOX.COM/IEMBSRF8CW8J1DB2HX9XHXEJX2H,,
RCHIP-4K7-0603_B (RC0603FR-074K7L),Thick Film Resistors - SMD 4.7K OHM 1%,,,RC0603FR-074K7L,Office 9,4000,https://PARTSBOX.COM/I0MVWTZ0AJ4KQG9AGDBRXWGXAPJ,RCHIP-4K7-0603,
415-0086-150,"RA Plug, Cable 150mm, Teflon Coaxial Cable O.D. 1.13mm, UMC LP Series",,Cinch Connectivity Solutions,415-0086-150,shelf3,44,https://PARTSBOX.COM/I82F4QAXBXEJQ4AXGXE2TMVM17K,,
AC30MNA-R,"1.8power cord, C5 to US Plug (NEMA 1-15), 10 A, 125 V",,Phihong,AC30MNA-R,,0,https://PARTSBOX.COM/I5PYM8NSG56KE59GTGYKAY1PJPM,,
RCHIP-22K-0603 (RC0603FR-0722KL),Res Thick Film 1.6 x 0.8 mm 22K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-0722KL,Office 9,5402,https://PARTSBOX.COM/I5ST6RRTMEWHKHA437R1TNTJEHH,,
91771A043,"18-8 Stainless Steel Phillips Flat Head Screw, Passivated,4-40 Thread Size, 11/16""Long Packs of 100",,,,,0,https://PARTSBOX.COM/I0BGTF4D12GHS38EV3GTC7CKW16,,
NPCA-CW_HUSKY_UNITS (TEST ISSUES),Chipwhisperer Husky (7A35T),,,,shelf1,27,https://PARTSBOX.COM/I66BEBGQJHEGAX9HEPXZY2DM8PY,,
NLABEL-1MM/CCW,INJECTION TIP LABEL 1MM/CCW (RED),,,,shelf3,67,https://PARTSBOX.COM/I0C8QC8R4MMK0C8X6A4THQA3JJ6,,
824013,TVS DIODE ARRAY WE-TVS 4-CH+VDD 3.3V,,Wurth Elektronik,824013,Parts Kit: ChipSHOUTER SMT,44,https://PARTSBOX.COM/IAXQ1GMNY9AJESBZVAZCK72P25Y,,
NLABEL-NAE-CW312TADPT,LABEL  for NPCB-CW308T-CW312T,,,,TESTING AREA,108,https://PARTSBOX.COM/IA08ZASW2CMHCN9Y3QA0VBF0FFJ,,
NPCB-CW308-REMTOOL-02,UFO Board Removal Tool,,,,shelf5,328,https://PARTSBOX.COM/IDVRF538C1AKXT9RZR9PWHQJVSQ,,
SPL-STATICBAG-09 (7001020),"7001020 Static-Shielding Moisture Barrier Bag, 10""x20"", 100/Pkg, Dri-Shield 2000 Series",,SCS,7001020,COMPONENT REPACKING AREA,18,https://PARTSBOX.COM/I06NSVF2RZTK7SBCAXBWZNNHGPN,,
NAE-CWLITE-CAPTURE (KIT),Daughter Cards & OEM Boards ChipWhisperer-Lite Capture (KIT),,,,shelf5,2,https://PARTSBOX.COM/I63RKGBZ032JRB8498VV7REYXSX,,
AWG28-08/F-1/300,CBL RIBN 8COND 0.039 MULTI 50',,ASSMANN WSW Components,AWG28-08/F-1/300,,0,https://PARTSBOX.COM/I16939DR29TJFH9SXV00YCD30DK,,
RCHIP-49R9-0603 (RC0603FR-0749R9L),RC Series 0603 0.1 W 49.9 Ohms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,603,Yageo,RC0603FR-0749R9L,Office 9,3044,https://PARTSBOX.COM/ICY2T6TA0RAGFA8E9NPWVJ0WJH1,RCHIP-49R9-0603,
NPCB-DIFFPROBE-02,"PCB for NPCA-DIFFPROBE-02 (Single PCB, ordered in Panel)",,,,shelf5,227,https://PARTSBOX.COM/I35G4YX1EG6KDS9NA71AYARCHZR,,
RCHIP-5R1-0603 (RC0603FR-075R1L),Res Thick Film 0603 5.1 Ohm 1% 0.1W(1/10W) ?200ppm/?C Molded SMD Paper T/R,603,Yageo,RC0603FR-075R1L,Office 9,892,https://PARTSBOX.COM/I5JD3GJ2S4YJ5VBPS1V6BJPNW17,,
ES1B,ES1B Series 1 A 100 V 15 ns Surface Mount Fast Recovery Rectifier - DO-214AC,,onsemi,ES1B,Parts Kit: ChipSHOUTER SMT,8,https://PARTSBOX.COM/I1BASGEV0M8K7XBSH243ZX7G2V9,,
Allen key - 2mm HEX END (long) (6958A11),"Hex L-Key with Standard Tip, 2 mm Size, 3-1/4"" Overall Length",,,6958A11,shelf3,37,https://PARTSBOX.COM/I3ZXQKDKAQ0KBYA4Q5BKX4R3HVF,,
RCHIP-14k7-0402 (RC0402FR-0714K7L),Res Thick Film 1.0 x 0.5 mm 14.7K Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,,Yageo,RC0402FR-0714K7L,Office 9,9945,https://PARTSBOX.COM/I52F0ZG94V8J3CADSNTMVWEEDMX,,
LD1117S12TR,LDO Regulator Pos 1.2V 1.3A 4-Pin(3+Tab) SOT-223 T/R,,STMicroelectronics,LD1117S12TR,Office 9,949,https://PARTSBOX.COM/I5EPMXJZTYCGM6BHP6KB1BVE0X5,,
NPCB-PHYWHISPERER-02,PHYWHISPERER USB REV. 2 PCB,,,,PROTO,5,https://PARTSBOX.COM/I6Q0R57QHP4HT98VTP8XGEF8FBB,,
NLABEL-CHIPSHOVER-TOP,Chipshover case label,,,,shelf2,5,https://PARTSBOX.COM/I2SSG5DKE98GN3A3464GR9N4VJC,,
91610A106,"P36-015-005-C 1.5X5 , 301 SS METRIC",,,91610A106,shelf3,248,https://PARTSBOX.COM/I9E3MQATKQJH0MANQ9XVAGP0044,,
NLABEL-4MM/CCW,INJECTION TIP LABEL 4MM/CCW (RED),,,,shelf3,71,https://PARTSBOX.COM/I9CH49TDXFWHXWB96GG90HV5QDB,,
NBOX-BROWN-10X10X10 (S-4105),BROWN BOX CORRUGATED BOXES,,,S-4105,large storage room,43,https://PARTSBOX.COM/IDAFQ5SFND8JQDAF8QAMA9T61MB,,
NBOX-BROWN-16X16X19 (S-4565),BROWN BOX CORRUGATED BOXES,,,S-4565,large storage room,98,https://PARTSBOX.COM/IE1YCS6014PH8M9GP8JT4Y33QR3,,
RCHIP-22k-0402 (RC0402FR-0722KL),"SMD Chip Resistor, 22 kOhm, ï¿½ 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose",,Yageo,RC0402FR-0722KL,Office 9,9932,https://PARTSBOX.COM/I47SMZ6B29GGTVBSRTNK0X4YPCR,,
CJ25-82010,"Joystick encoder with push-on switch, 8direction output | Nidec Components CJ25-82010",,Nidec Copal,CJ25-82010,,0,https://PARTSBOX.COM/ID42APDT1A0GF8BZJ8WATA36EM4,,
920-0110-01,"Jumper Wire Female 7"" 100PCS (BLACK female-female)",,SchmartBoard,920-0110-01,,0,https://PARTSBOX.COM/I5FCF2SDRFCKR4B3KHEKBY5BX4R,,
RCHIP-6K8-0603 (RC0603FR-076K8L),Res Thick Film 1.6 x 0.8 mm 6.8K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-076K8L,Office 9,4000,https://PARTSBOX.COM/ID7ZZD8QWHWKF0BHYZJMR97FJQ6,,
NPCB-CW552-CSDRV-03,CHIPSHOVER,,,,shelf5,48,https://PARTSBOX.COM/I7W5AP1P0KTGFYAS5PCCK8574T0,,
RCHIP-2K7-0402 (RC0402FR-132K7L),"SMD Chip Resistor, 2.7 kOhm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose",,Yageo,RC0402FR-132K7L,shelf3,60,https://PARTSBOX.COM/I511YG5JSB8HP09Q4W5BPEDNJK8,,
RCHIP-20K-0603 (RC0603FR-0720KL),Thick Film Resistors - SMD 20K OHM 1%,,,RC0603FR-0720KL,Office 9,9000,https://PARTSBOX.COM/I5NRY1AE95JHHEAJXGW6Q09QG6S,,
MLC1565-732MLC,"Power inductor, shielded, 20% tol, SMT, RoHS",,Coilcraft,MLC1565-732MLC,Office 9,75,https://PARTSBOX.COM/I3R0VZ8S4BGJ4TBBA2AZ0E6ZDWP,,
JUMP-2-GRN (FIT0140),Shorting Jumper 0.100'/GREEN,,,FIT0140,shelf3,200,https://PARTSBOX.COM/I32DTWZ5HY0G418YTANPQCA4E5J,,
CCHIP-22u-0805-10V-THIN (CL21A226MPCLRNC),CL21 Series 22 uF 10 V ±20 % Tolerance X5R SMT Multilayer Ceramic Capacitor,,Samsung,CL21A226MPCLRNC,Office 9,197,https://PARTSBOX.COM/IB5913K1E3CKRYBY7W4P73NMYNH,,
1754N12,1.5 m:l     kapton tape (for the probe tip),,,,shelf3,1,https://PARTSBOX.COM/I7JHWZSM4X8JCH9393BW0YHRX5P,,
MLC1565-732MLB,"Power inductor, shielded, 20% tol, SMT, RoHS",,Coilcraft,MLC1565-732MLB,,0,https://PARTSBOX.COM/I84SKX4MW14H5Q950ECPV20N8RW,,
SPL-STATICBAG-03 (30058) (30058),"Anti-Static Bag 5x8""",,,30058,packaging area,205,https://PARTSBOX.COM/I5RE1MBEM2AKT6BA4VJ24D6JKEC,,
20021121-00004C4LF,Conn Unshrouded Header HDR 4 POS 1.27mm Solder ST SMD T/R,,Amphenol Communications Solutions,20021121-00004C4LF,Parts Kit: ChipSHOUTER SMT,56,https://PARTSBOX.COM/IB425K75Y1RKAEA9J0N6D1EFVA8,,
HSHRINK-BLACK-4,3/16x1/32x10' BLACK,,,,shelf4,1,https://PARTSBOX.COM/IFMZJEDB53JHWK9WJC0XQY3DV38,,
EYG-T3535A20A,Thrml Mgmt Access Thermal Pad Black 13W/m.K 4X10e6Ohm.cm Automotive,,Panasonic,EYG-T3535A20A,shelf3,146,https://PARTSBOX.COM/IDY2P7A8Z4YHST8H0KP6659TEFG,,
BLM18AG601SN1D,Ferrite Beads Multi-Layer 600Ohm 25% 100MHz 500mA 380mOhm DCR 0603 Automotive Paper T/R,,Murata,BLM18AG601SN1D,Office 9,650,https://PARTSBOX.COM/I38AYRZY4QWJGXAWA45SM10XB7D,,
NPCB-CHIPSHOVER_ONE_CW551_03,CHIPSHOVER,,,,,0,https://PARTSBOX.COM/I41WEY8Q54RKJTA2AMAYP1Y9PTJ,,
FND2000SR2KF (FND2000 S R2KF 946998),MCU 32-bit RISC 32KB Flash 3.3V 40-Pin LQFN,,Intel,FND2000 S R2KF 946998,shelf3,1,https://PARTSBOX.COM/I87V6034PKJHMFBQ53FABJCDXE7,,
ATSAML11E16A-AFKPH,MCU 32-Bit SAM L11 ARM Cortex-M23 RISC 64KB Flash 1.62V to 3.63V 32-Pin TQFP Tray,,Microchip,ATSAML11E16A-AFKPH,shelf3,8,https://PARTSBOX.COM/IE79M137F1JHXY9HSGCVA9GJCEF,,
NPCA- SONATA,SONATA rev. 06,,,,,0,https://PARTSBOX.COM/I3S6K3A06MEKJ9ATFMKCZXGXBX1,,
NPCB-CW308T-STM32F-CSP-03,UFO TARGET WLCSP  REV 3,,,,shelf5,32,https://PARTSBOX.COM/I581WYT3RX8GHH92JCCRJD9QSSW,,
DWP-125-1/2-0-STK,Medium Wall Heat Shrink Tubing Black Polyolefin Adhesive Lined 4.00 ft - 6465212003,,TE Connectivity / Raychem,DWP-125-1/2-0-STK,shelf2,4,https://PARTSBOX.COM/IABFHHHD1MAJ6YBGSAE6M4742DS,,
CB-USB-C-C-RA-12,"Right Angle USB C-C, 12""",,,,shelf3,127,https://PARTSBOX.COM/I41JSAEBVNGHH690AC3922Q854M,,
TSM-120-01-L-SV,"""This surface mount .025” square post terminal strip features single",,Samtec,TSM-120-01-L-SV,shelf3,29,https://PARTSBOX.COM/I57A3E6Y3ZCJ4V8TDWRMJW7ZXDR,,
RCHIP-75R-0603 (RC0603FR-0775RL),RC Series 0603 0.1 W 75 Ohms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,603,Yageo,RC0603FR-0775RL,Office 9,2500,https://PARTSBOX.COM/I9NGFR0WZNTHRJBBFQZ5TQYAN01,,
NPCA-CW312T-XC7A35,Artix A35 FPGA Target,,,,shelf2,91,https://PARTSBOX.COM/I22M8XYKM1AJ0B9FRWMFF1V3GST,,
MBR160HWTR,DIODE SCHOTTKY 60V 1A SOD123,,Sangdest Microelectronics,MBR160HWTR,shelf3,7,https://PARTSBOX.COM/I89G3D99N2CKYWBCFBJJ432VV77,,
RCHIP-68K-0603 (RC0603FR-0768KL),Res Thick Film 1.6 x 0.8 mm 68K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,,Yageo,RC0603FR-0768KL,Office 9,3757,https://PARTSBOX.COM/I8353FNE5H2KV8A3A6KZE30VZ3Q,,
173-21103-E,3 COND 6FT BLACK,,,173-21103-E,,0,https://PARTSBOX.COM/I0MNXHKZV68HHJA0T42NHCMTD3R,,
NAE-CW312T-ICE40-02 (TESTED),iCE40 (small FPGA) target,,,,shelf4,8,https://PARTSBOX.COM/I1958PKHMAWJVPAZFSSZ0QGPHD5,,
MAX1617AMEE+T,MAX1617 Series 5.5V Surface Mount Digital Temperature Sensor - QSOP-16,,Analog Devices,MAX1617AMEE+T,Office 9,100,https://PARTSBOX.COM/I2QKDS88Y98HEN8PAT7TJEGDM72,,
91841A005,"18-8 Stainless Steel Hex Nut, 4-40 Thread Size",,,,shelf3,234,https://PARTSBOX.COM/I5R5ZD5MJ58HAMB9RFAN9248GF2,,
LT3032EDE#PBF,LDO Regulator Neg/Pos +/-1.22V to +/-20V +/-0.15A Automotive 14-Pin DFN EP,,Analog Devices,LT3032EDE#PBF,shelf3,180,https://PARTSBOX.COM/I3NMWCK1FXWKB4BAWQFZGWXAR2D,,
